antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Group
"frozenset({'HAND WARMER RED LOVE HEART', 'HAND WARMER SCOTTY DOG DESIGN'})","frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER OWL DESIGN'})",0.033419023136246784,0.04884318766066838,0.02313624678663239,0.6923076923076924,14.174089068825914,1.0,0.02150395516815247,3.0912596401028285,0.9615839243498818,0.391304347826087,0.6765072765072766,0.5829959514170041,圣诞季
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.056555269922879174,0.06426735218508997,0.038560411311053984,0.6818181818181819,10.609090909090911,1.0,0.034925753860997485,2.940874035989718,0.9600363306085378,0.46874999999999994,0.659965034965035,0.6409090909090909,圣诞季
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.03598971722365039,0.055269922879177376,0.02442159383033419,0.6785714285714285,12.277408637873753,1.0,0.02243244493493963,2.9391602399314474,0.9528421052631578,0.3653846153846154,0.6597667638483964,0.5602159468438538,圣诞季
frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'RABBIT NIGHT LIGHT'}),0.03598971722365039,0.14267352185089974,0.02442159383033419,0.6785714285714285,4.756113256113256,1.0,0.019286814123618004,2.667237932019422,0.8192280701754386,0.15833333333333333,0.6250803169843648,0.42487129987129985,圣诞季
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03984575835475578,0.06555269922879177,0.02699228791773779,0.6774193548387097,10.333965844402279,1.0,0.024380290904765366,2.896786632390746,0.9407152419200613,0.34426229508196726,0.6547899010516041,0.5445920303605314,圣诞季
frozenset({'LARGE PURPLE BABUSHKA NOTEBOOK  '}),frozenset({'LARGE RED BABUSHKA NOTEBOOK '}),0.038560411311053984,0.03470437017994859,0.02570694087403599,0.6666666666666667,19.209876543209877,1.0,0.024368726085606095,2.895886889460155,0.9859625668449199,0.5405405405405406,0.65468264536174,0.7037037037037037,圣诞季
"frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})",frozenset({'HAND WARMER RED LOVE HEART'}),0.038560411311053984,0.06940874035989718,0.02570694087403599,0.6666666666666667,9.604938271604938,1.0,0.023030511297176204,2.791773778920309,0.931818181818182,0.3125,0.6418047882136281,0.5185185185185186,圣诞季
frozenset({'HAND WARMER RED LOVE HEART'}),frozenset({'HAND WARMER OWL DESIGN'}),0.06940874035989718,0.08483290488431877,0.04627249357326478,0.6666666666666666,7.858585858585857,1.0,0.040384348504173245,2.7455012853470433,0.9378453038674033,0.42857142857142844,0.6357677902621723,0.606060606060606,圣诞季
frozenset({'SMALL YELLOW BABUSHKA NOTEBOOK '}),frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),0.030848329048843187,0.03598971722365039,0.02056555269922879,0.6666666666666666,18.523809523809522,1.0,0.019455330059938804,2.8920308483290484,0.9761273209549071,0.4444444444444444,0.6542222222222221,0.6190476190476191,圣诞季
"frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.04884318766066838,0.056555269922879174,0.032133676092544985,0.6578947368421053,11.632775119617227,1.0,0.029371336430502045,2.757761518686969,0.960972972972973,0.4385964912280702,0.6373870643912234,0.6130382775119618,圣诞季
frozenset({'SMALL RED BABUSHKA NOTEBOOK '}),frozenset({'LARGE PURPLE BABUSHKA NOTEBOOK  '}),0.037275064267352186,0.038560411311053984,0.02442159383033419,0.6551724137931034,16.99080459770115,1.0,0.022984252020539116,2.7881748071979433,0.9775841472840979,0.475,0.6413424303890835,0.6442528735632184,圣诞季
frozenset({'SMALL RED BABUSHKA NOTEBOOK '}),frozenset({'SMALL YELLOW BABUSHKA NOTEBOOK '}),0.037275064267352186,0.030848329048843187,0.02442159383033419,0.6551724137931034,21.238505747126435,1.0,0.023271720382498133,2.810539845758355,0.9898109760382264,0.5588235294117646,0.644196469404555,0.7234195402298851,圣诞季
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.08997429305912596,0.12724935732647816,0.05784061696658098,0.6428571428571429,5.051948051948052,1.0,0.046391445998903,2.4437017994858614,0.8813559322033899,0.36290322580645157,0.5907847675152536,0.5487012987012987,圣诞季
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.03598971722365039,0.038560411311053984,0.02313624678663239,0.6428571428571428,16.67142857142857,1.0,0.021748468487519906,2.6920308483290483,0.975111111111111,0.44999999999999996,0.6285332314744079,0.6214285714285714,圣诞季
frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),frozenset({'LARGE PURPLE BABUSHKA NOTEBOOK  '}),0.03598971722365039,0.038560411311053984,0.02313624678663239,0.6428571428571428,16.67142857142857,1.0,0.021748468487519906,2.6920308483290483,0.975111111111111,0.44999999999999996,0.6285332314744079,0.6214285714285714,圣诞季
"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'CHOCOLATE HOT WATER BOTTLE'})",frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.032133676092544985,0.10154241645244216,0.02056555269922879,0.64,6.302784810126582,1.0,0.017302621579291702,2.4957155098543278,0.8692729083665338,0.18181818181818182,0.59931330472103,0.4212658227848101,圣诞季
"frozenset({'HAND WARMER RED LOVE HEART', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.04627249357326478,0.056555269922879174,0.02956298200514139,0.638888888888889,11.296717171717173,1.0,0.026946028641100708,2.6126161755981814,0.955701394585726,0.40350877192982465,0.6172419013018469,0.5808080808080809,圣诞季
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.06683804627249357,0.056555269922879174,0.042416452442159386,0.6346153846153847,11.221153846153848,1.0,0.03863640869410062,2.5820592612636997,0.9761248852157943,0.5238095238095238,0.6127122196604486,0.6923076923076924,圣诞季
frozenset({'LARGE PURPLE BABUSHKA NOTEBOOK  '}),frozenset({'SMALL RED BABUSHKA NOTEBOOK '}),0.038560411311053984,0.037275064267352186,0.02442159383033419,0.6333333333333333,16.99080459770115,1.0,0.022984252020539116,2.6256134610890394,0.9788910779622854,0.475,0.6191366266132621,0.6442528735632184,圣诞季
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.038560411311053984,0.08483290488431877,0.02442159383033419,0.6333333333333333,7.465656565656565,1.0,0.021150402125283338,2.495910259406403,0.9007880664227415,0.24675324675324672,0.5993445692883894,0.4606060606060606,圣诞季
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.05141388174807198,0.07069408740359898,0.032133676092544985,0.625,8.84090909090909,1.0,0.028499018642488484,2.4781491002570695,0.9349593495934959,0.35714285714285704,0.5964730290456431,0.5397727272727273,圣诞季
frozenset({'CLASSIC CHROME BICYCLE BELL '}),frozenset({'BICYCLE PUNCTURE REPAIR KIT '}),0.056555269922879174,0.07840616966580977,0.03470437017994859,0.6136363636363638,7.826378539493295,1.0,0.03027008809087966,2.3853016785120222,0.924513068927238,0.3461538461538462,0.5807658171674909,0.528129657228018,圣诞季
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03598971722365039,0.05912596401028278,0.021850899742930592,0.6071428571428571,10.26863354037267,1.0,0.019722973017624785,2.3949520916101887,0.9363137254901961,0.2982456140350877,0.5824551131928181,0.4883540372670807,圣诞季
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER RED LOVE HEART'}),0.055269922879177376,0.06940874035989718,0.033419023136246784,0.6046511627906976,8.711455641688199,1.0,0.02958280740941442,2.353848480266142,0.9369963369963371,0.36619718309859145,0.575163818578954,0.5430663221360895,圣诞季
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.06426735218508997,0.056555269922879174,0.038560411311053984,0.6,10.60909090909091,1.0,0.034925753860997485,2.358611825192802,0.9679487179487181,0.46874999999999994,0.5760217983651226,0.6409090909090909,圣诞季
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.07069408740359898,0.10154241645244216,0.042416452442159386,0.6,5.90886075949367,1.0,0.035238003978297794,2.2461439588688945,0.8939603503918857,0.32673267326732675,0.5547925608011445,0.5088607594936709,圣诞季
frozenset({'LARGE PURPLE BABUSHKA NOTEBOOK  '}),frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),0.038560411311053984,0.03598971722365039,0.02313624678663239,0.6,16.67142857142857,1.0,0.021748468487519906,2.410025706940874,0.9777183600713013,0.44999999999999996,0.5850666666666666,0.6214285714285714,圣诞季
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.038560411311053984,0.03598971722365039,0.02313624678663239,0.6,16.67142857142857,1.0,0.021748468487519906,2.410025706940874,0.9777183600713013,0.44999999999999996,0.5850666666666666,0.6214285714285714,圣诞季
"frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})","frozenset({'HAND WARMER RED LOVE HEART', 'HAND WARMER OWL DESIGN'})",0.038560411311053984,0.04627249357326478,0.02313624678663239,0.6,12.966666666666667,1.0,0.021351960402059198,2.384318766066838,0.9598930481283423,0.37499999999999994,0.5805929919137466,0.55,圣诞季
frozenset({'LARGE RED BABUSHKA NOTEBOOK '}),frozenset({'LARGE YELLOW BABUSHKA NOTEBOOK '}),0.03470437017994859,0.02570694087403599,0.02056555269922879,0.5925925925925924,23.051851851851847,1.0,0.019673409506942192,2.39144659967282,0.9910119840213047,0.5161290322580644,0.5818430567770936,0.6962962962962962,圣诞季
frozenset({'LARGE RED BABUSHKA NOTEBOOK '}),frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),0.03470437017994859,0.03598971722365039,0.02056555269922879,0.5925925925925924,16.46560846560846,1.0,0.019316552230027557,2.3662070577237664,0.9730359520639147,0.41025641025641013,0.5773827160493825,0.5820105820105819,圣诞季
frozenset({'LARGE RED BABUSHKA NOTEBOOK '}),frozenset({'SMALL RED BABUSHKA NOTEBOOK '}),0.03470437017994859,0.037275064267352186,0.02056555269922879,0.5925925925925924,15.897828863346101,1.0,0.019271945070413226,2.363052114980135,0.9707889480692409,0.3999999999999999,0.5768184740147355,0.5721583652618134,圣诞季
frozenset({'TRADITIONAL NAUGHTS & CROSSES'}),frozenset({'TRADITIONAL PICK UP STICKS GAME '}),0.03470437017994859,0.05269922879177378,0.02056555269922879,0.5925925925925924,11.244805781391145,1.0,0.018736659155041267,2.3251928020565544,0.9438249001331557,0.30769230769230765,0.569928137092316,0.4914182475158084,圣诞季
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER RED LOVE HEART'}),0.056555269922879174,0.06940874035989718,0.033419023136246784,0.5909090909090909,8.513468013468014,1.0,0.02949359309018576,2.274778634675807,0.9354433032907147,0.3611111111111111,0.5603967855349071,0.5361952861952861,圣诞季
"frozenset({'BICYCLE PUNCTURE REPAIR KIT ', 'CLASSIC BICYCLE CLIPS '})",frozenset({'CLASSIC CHROME BICYCLE BELL '}),0.043701799485861184,0.056555269922879174,0.02570694087403599,0.5882352941176471,10.401069518716579,1.0,0.02323537380799757,2.2912229159015793,0.9451612903225807,0.34482758620689663,0.5635518512582145,0.5213903743315509,圣诞季
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.037275064267352186,0.028277634961439587,0.021850899742930592,0.5862068965517242,20.730407523510976,1.0,0.020796849082414207,2.3483290488431883,0.9886122673368413,0.5000000000000001,0.5741652983032294,0.6794670846394986,圣诞季
"frozenset({'HAND WARMER RED LOVE HEART', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER BIRD DESIGN'}),0.04627249357326478,0.06426735218508997,0.02699228791773779,0.5833333333333334,9.076666666666668,1.0,0.02401847727678247,2.2457583547557842,0.9329996149403157,0.3230769230769231,0.5547161172161172,0.5016666666666667,圣诞季
"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})","frozenset({'HAND WARMER RED LOVE HEART', 'HAND WARMER BIRD DESIGN'})",0.03984575835475578,0.032133676092544985,0.02313624678663239,0.5806451612903226,18.06967741935484,1.0,0.02185585609399885,2.307988926240854,0.9838613714115723,0.4736842105263159,0.5667223578803068,0.6503225806451614,圣诞季
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.08483290488431877,0.06426735218508997,0.04884318766066838,0.5757575757575757,8.958787878787879,1.0,0.043391201485583626,2.2056555269922877,0.9707273802483738,0.4871794871794871,0.5466200466200466,0.6678787878787878,圣诞季
frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),frozenset({'SMALL YELLOW BABUSHKA NOTEBOOK '}),0.03598971722365039,0.030848329048843187,0.02056555269922879,0.5714285714285714,18.523809523809522,1.0,0.019455330059938804,2.2613538988860324,0.9813333333333333,0.4444444444444444,0.5577870405456612,0.6190476190476191,圣诞季
frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),frozenset({'LARGE RED BABUSHKA NOTEBOOK '}),0.03598971722365039,0.03470437017994859,0.02056555269922879,0.5714285714285714,16.46560846560846,1.0,0.019316552230027557,2.25235646958012,0.9743333333333334,0.41025641025641013,0.5560205440365227,0.5820105820105819,圣诞季
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.06555269922879177,0.10154241645244216,0.037275064267352186,0.5686274509803922,5.599900719781584,1.0,0.030618684782680528,2.082788034587521,0.8790494711378836,0.28712871287128716,0.5198743302757441,0.4678580292876645,圣诞季
frozenset({'CLASSIC CHROME BICYCLE BELL '}),frozenset({'CLASSIC BICYCLE CLIPS '}),0.056555269922879174,0.05784061696658098,0.032133676092544985,0.5681818181818182,9.823232323232324,1.0,0.028862484387494135,2.181842781761602,0.9520435967302453,0.390625,0.5416718343048493,0.5618686868686869,圣诞季
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER OWL DESIGN'})",0.056555269922879174,0.04884318766066838,0.032133676092544985,0.5681818181818182,11.632775119617227,1.0,0.029371336430502045,2.2026789338384525,0.9688283378746595,0.4385964912280702,0.5460073710073711,0.6130382775119618,圣诞季
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.055269922879177376,0.08483290488431877,0.030848329048843187,0.5581395348837209,6.579281183932347,1.0,0.0261596209382703,2.0711676363144362,0.8976190476190476,0.2823529411764706,0.51718055918474,0.4608879492600423,圣诞季
frozenset({'BICYCLE PUNCTURE REPAIR KIT '}),frozenset({'CLASSIC BICYCLE CLIPS '}),0.07840616966580977,0.05784061696658098,0.043701799485861184,0.5573770491803279,9.636429872495446,1.0,0.03916673825840432,2.1285823098162435,0.9724751825416359,0.47222222222222215,0.5302037438776195,0.6564663023679418,圣诞季
frozenset({'VINTAGE CHRISTMAS BUNTING'}),frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.04627249357326478,0.08997429305912596,0.02570694087403599,0.5555555555555556,6.174603174603175,1.0,0.021543605976698542,2.0475578406169666,0.8787061994609164,0.23255813953488372,0.5116133082234777,0.42063492063492064,圣诞季
frozenset({'CLASSIC BICYCLE CLIPS '}),frozenset({'CLASSIC CHROME BICYCLE BELL '}),0.05784061696658098,0.056555269922879174,0.032133676092544985,0.5555555555555555,9.823232323232322,1.0,0.028862484387494135,2.1227506426735214,0.9533424283765347,0.390625,0.5289131092945806,0.5618686868686869,圣诞季
"frozenset({'HAND WARMER BIRD DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER RED LOVE HEART'}),0.04884318766066838,0.06940874035989718,0.02699228791773779,0.5526315789473685,7.961988304093567,1.0,0.023602143787048724,2.080145168607289,0.9193050193050193,0.29577464788732394,0.5192643210235534,0.47076023391812866,圣诞季
