antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Group
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.026696606786427147,0.03917165668662675,0.02307884231536926,0.8644859813084111,22.069170783975235,1.0,0.022033091999633467,7.090250533415923,0.9808739269903075,0.5393586005830903,0.8589612602139994,0.7268289779153521,至尊VIP
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.015344311377245509,0.03917165668662675,0.013223552894211578,0.8617886178861789,22.00031070374398,1.0,0.012622490796849416,6.95187566044382,0.9694211971916841,0.32024169184290036,0.8561539289763191,0.599684117860287,至尊VIP
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.020459081836327345,0.04715568862275449,0.017589820359281437,0.8597560975609756,18.232288037166086,1.0,0.016625058266700132,6.794194220255141,0.9648930750804782,0.3516209476309227,0.8528155116586514,0.6163859852884244,至尊VIP
frozenset({'SMALL CHOCOLATES PINK BOWL'}),frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),0.012350299401197605,0.018338323353293412,0.01060379241516966,0.8585858585858585,46.819212533498245,1.0,0.010377308631240513,6.94175042771599,0.9908788979782895,0.5279503105590062,0.8559441151892542,0.7184085755514327,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014970059880239521,0.10815868263473054,0.012849301397205588,0.8583333333333333,7.935870818915801,1.0,0.01123015944159585,6.295350475519547,0.8872724053471833,0.1165158371040724,0.8411526087564694,0.4885668973471741,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015843313373253492,0.10815868263473054,0.01347305389221557,0.8503937007874016,7.8624635588371525,1.0,0.011759461989195263,5.9612551213362766,0.8868642695173308,0.1218961625282167,0.8322500916927978,0.4874805874179223,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG WOODLAND', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.0124750499001996,0.08370758483033933,0.010479041916167664,0.84,10.034932935916542,1.0,0.00943478561838399,5.726827594810378,0.9117218893621116,0.1222707423580786,0.8253832539142273,0.4825931445603576,至尊VIP
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.017340319361277445,0.03917165668662675,0.014471057884231538,0.8345323741007195,21.304495257297347,1.0,0.01379180884737511,5.8067452052416915,0.9698795708150749,0.34421364985163205,0.8277864854312343,0.6019795628465381,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.012599800399201597,0.08370758483033933,0.010479041916167664,0.8316831683168316,9.935577164273804,1.0,0.009424343055406154,5.443854937184454,0.9108278434557652,0.12209302325581393,0.8163066408751154,0.47843472871877346,至尊VIP
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.012724550898203593,0.049775449101796404,0.010479041916167664,0.8235294117647058,16.544891640866872,1.0,0.009845671680590914,5.384605788423152,0.9516679302501896,0.2014388489208633,0.8142853833144128,0.5170278637770898,至尊VIP
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PEARS'})",frozenset({'JUMBO BAG APPLES'}),0.014096806387225548,0.048527944111776446,0.011601796407185628,0.8230088495575221,16.959483131241896,1.0,0.010917707374671813,5.375817115768462,0.9544912167558529,0.2273838630806846,0.8139817671500061,0.5310416998430284,至尊VIP
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.013348303393213573,0.018213572854291416,0.010978043912175649,0.822429906542056,45.15478171808987,1.0,0.010734923615842168,5.529007773925832,0.9910832308417337,0.5333333333333333,0.8191357218349582,0.7125848162847267,至尊VIP
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03917165668662675,0.04715568862275449,0.03181137724550898,0.8121019108280255,17.221716712162575,1.0,0.029964210799956974,5.0710697249568675,0.980335130676524,0.5835240274599542,0.802802948048894,0.7433525427156,至尊VIP
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01721556886227545,0.049775449101796404,0.013972055888223553,0.8115942028985507,16.30511060259344,1.0,0.01311514321656089,5.043499539382771,0.9551123381568927,0.2635294117647059,0.8017249744564503,0.5461479786422578,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.015219560878243513,0.08370758483033933,0.012350299401197605,0.8114754098360656,9.694168234345605,1.0,0.011076306717901522,4.860333680465157,0.9107057399431354,0.14265129682997116,0.7942528094276244,0.4795081967213115,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02307884231536926,0.10815868263473054,0.0187125748502994,0.8108108108108107,7.496493032825212,1.0,0.016216397668734388,4.714018391787851,0.8870770016600691,0.1662971175166297,0.7878667589116602,0.49191059571682405,至尊VIP
frozenset({'REGENCY TEA PLATE PINK'}),"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE GREEN '})",0.014471057884231538,0.014845309381237525,0.011726546906187624,0.8103448275862069,54.58591712547087,1.0,0.01151171957482241,5.194452005080747,0.9960948020468623,0.6666666666666666,0.8074869112233802,0.8001303969863807,至尊VIP
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.01434630738522954,0.05563872255489022,0.011601796407185628,0.808695652173913,14.534763111717684,1.0,0.01080358619089167,4.9364339502812555,0.9447531481655378,0.1987179487179487,0.797424616621676,0.5086079157730552,至尊VIP
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03318363273453094,0.04715568862275449,0.026696606786427147,0.8045112781954887,17.06074710585989,1.0,0.025131809733825762,4.874165131275911,0.9736967138981008,0.49767441860465117,0.7948366595987217,0.6853244221665274,至尊VIP
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG PEARS'})",frozenset({'JUMBO BAG APPLES'}),0.01659181636726547,0.048527944111776446,0.013348303393213573,0.8045112781954887,16.578309527030946,1.0,0.012543136655830057,4.86714551665899,0.9555342681103665,0.25783132530120484,0.7945407638671873,0.5397877727738369,至尊VIP
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.013348303393213573,0.01621756487025948,0.010728542914171657,0.8037383177570093,49.55974119338606,1.0,0.010512065937984311,5.012605740899153,0.9930782417440244,0.5695364238410597,0.8005029615952557,0.7326383896477355,至尊VIP
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.018213572854291416,0.05563872255489022,0.014595808383233533,0.8013698630136987,14.40309601326863,1.0,0.013582428456460334,4.754370569206417,0.9478339252163902,0.24631578947368424,0.7896672155769893,0.5318508507893606,至尊VIP
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.01621756487025948,0.018213572854291416,0.012974051896207584,0.8,43.923287671232885,1.0,0.012678672096923915,4.908932135728544,0.9933426325133147,0.6046511627906977,0.7962897077509531,0.7561643835616438,至尊VIP
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01721556886227545,0.10815868263473054,0.013722554890219561,0.7971014492753623,7.369740735168747,1.0,0.011860541641268362,4.395503635585971,0.8794502527175795,0.1229050279329609,0.7724947849197517,0.4619878641993882,至尊VIP
"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.014096806387225548,0.049775449101796404,0.01122754491017964,0.7964601769911505,16.001064608423714,1.0,0.010525870041354418,4.668494532673783,0.9509089375342697,0.2132701421800948,0.7857981854747357,0.5110120433827933,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.018213572854291416,0.10815868263473054,0.014471057884231538,0.7945205479452055,7.345878560932834,1.0,0.01250110183823969,4.340294411177647,0.8798952810761075,0.12931995540691194,0.7696008829666762,0.46415762114676656,至尊VIP
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03318363273453094,0.03917165668662675,0.02632235528942116,0.793233082706767,20.25017958910014,1.0,0.025022497420329005,4.646915260388315,0.983245375324874,0.5718157181571817,0.784803478444228,0.7326038024998803,至尊VIP
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02282934131736527,0.10815868263473054,0.01808882235528942,0.7923497267759563,7.325807854482198,1.0,0.015619630872984569,4.294920028364324,0.883669884705292,0.16022099447513813,0.7671667939342657,0.4797965473556829,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01434630738522954,0.08370758483033933,0.011352295409181637,0.7913043478260869,9.453197693254713,1.0,0.010151400666730412,4.390567822687957,0.9072311058135639,0.13093525179856114,0.7722390268446444,0.4634614138534309,至尊VIP
"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE GREEN '})",frozenset({'REGENCY TEA PLATE PINK'}),0.014845309381237525,0.014471057884231538,0.011726546906187624,0.7899159663865546,54.58591712547087,1.0,0.01151171957482241,4.691117764471057,0.9964732095948098,0.6666666666666666,0.7868311881714711,0.8001303969863807,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017090818363273454,0.10815868263473054,0.01347305389221557,0.7883211678832117,7.288561109286996,1.0,0.01162453349289445,4.213181395829032,0.8778010463820844,0.12053571428571427,0.7626496687301476,0.4564443209658273,至尊VIP
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.017090818363273454,0.02033433133732535,0.01347305389221557,0.7883211678832117,38.76799068559402,1.0,0.013125523528790723,4.628075745061602,0.9911450033610206,0.5625,0.7839274776202503,0.7254489274998881,至尊VIP
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'JUMBO BAG RED RETROSPOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.012849301397205588,0.049775449101796404,0.010104790419161677,0.7864077669902912,15.799109424045552,1.0,0.009465210671471429,4.448778579205226,0.9488979691178605,0.1923990498812352,0.7752192018109721,0.4947076428936419,至尊VIP
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013348303393213573,0.049775449101796404,0.010479041916167664,0.7850467289719625,15.77176586325627,1.0,0.009814624120023426,4.420609867222074,0.949266658237451,0.19905213270142177,0.7737868687723843,0.4977865223807181,至尊VIP
"frozenset({'WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013847305389221557,0.049775449101796404,0.010853293413173653,0.7837837837837839,15.746393009550907,1.0,0.010164037568575425,4.394788547904193,0.9496433946214748,0.20567375886524825,0.7724577669437852,0.5009144482828694,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01971057884231537,0.10815868263473054,0.015344311377245509,0.7784810126582278,7.197582234680915,1.0,0.013212441135692686,4.026026518391787,0.8783777911589247,0.13636363636363635,0.7516161417636528,0.4601747623844772,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG ALPHABET'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014595808383233533,0.10815868263473054,0.011352295409181637,0.7777777777777778,7.191080353710111,1.0,0.00977363200246214,4.013285928143713,0.8736910639683142,0.1019036954087346,0.7508276215787756,0.4413687043444829,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01659181636726547,0.0654940119760479,0.012849301397205588,0.7744360902255638,11.824532760472609,1.0,0.011762636777343516,4.142976546906186,0.9308749687480371,0.18558558558558555,0.7586276464087731,0.48531328320802003,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015469061876247504,0.10815868263473054,0.011976047904191617,0.7741935483870969,7.157941734568591,1.0,0.010302934550061555,3.949582976903338,0.8738120881905728,0.10726256983240223,0.7468087122494012,0.4424600959928564,至尊VIP
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK '}),0.015843313373253492,0.01621756487025948,0.01222554890219561,0.7716535433070867,47.58134463961237,1.0,0.01196860893980502,4.308288595223348,0.9947433910818732,0.6163522012578616,0.7678892725272136,0.7627498485766203,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014096806387225548,0.10815868263473054,0.010853293413173653,0.7699115044247788,7.1183513488685435,1.0,0.009328601404974483,3.8760795716259806,0.8718077377861747,0.09742441209406495,0.7420073603957235,0.43512876259301225,至尊VIP
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.016716566866267466,0.05688622754491018,0.012849301397205588,0.7686567164179103,13.512175962293792,1.0,0.01189835897068139,4.076685338999419,0.9417352552085,0.2114989733059548,0.7547026770907367,0.49726695470018323,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.016716566866267466,0.08370758483033933,0.012849301397205588,0.7686567164179103,9.182641190470893,1.0,0.011449997958175464,3.960747859120467,0.9062482293439887,0.1467236467236467,0.7475224287006085,0.4610794759436795,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015968063872255488,0.10815868263473054,0.01222554890219561,0.7656250000000001,7.078719723183392,1.0,0.010498464149545222,3.805189620758485,0.8726663079024715,0.10925306577480492,0.737201007133865,0.4393292243367936,至尊VIP
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01808882235528942,0.049775449101796404,0.013847305389221557,0.7655172413793103,15.37941405237231,1.0,0.012946926132764412,4.05242823177175,0.9522022339961611,0.25635103926097,0.7532343713924841,0.5218563650505574,至尊VIP
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.016966067864271458,0.049775449101796404,0.012974051896207584,0.7647058823529411,15.36311366651924,1.0,0.012129558248771917,4.038454341317364,0.9510445138617727,0.2412993039443155,0.7523805110858837,0.5126787557128114,至尊VIP
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.013722554890219561,0.08370758483033933,0.010479041916167664,0.7636363636363636,9.122666305378674,1.0,0.009330359988605623,3.8766217564870247,0.902771252695361,0.12051649928263987,0.7420434432823813,0.4444113263785394,至尊VIP
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG SPACEBOY DESIGN'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016841317365269462,0.10815868263473054,0.012849301397205588,0.7629629629629628,7.0541073945918225,1.0,0.011027766697144632,3.7624555576347287,0.8729400807891167,0.11457174638487207,0.7342161296840272,0.4408817121619889,至尊VIP
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.017340319361277445,0.03181137724550898,0.013223552894211578,0.762589928057554,23.97223867964452,1.0,0.012671933453452378,4.0781278352386146,0.9751952783479967,0.3680555555555556,0.7547894425086139,0.5891381012836789,至尊VIP
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG SPACEBOY DESIGN'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015219560878243513,0.10815868263473054,0.011601796407185628,0.7622950819672131,7.047932384139769,1.0,0.009955668752315728,3.751884162709064,0.871376382225782,0.10379464285714285,0.7334672509510672,0.4347807589766861,至尊VIP
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.01621756487025948,0.05688622754491018,0.012350299401197605,0.7615384615384616,13.387044534412958,1.0,0.011427743315763683,3.9549932393277976,0.9405544155734367,0.20328542094455856,0.7471550671550673,0.4893218623481782,至尊VIP
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014595808383233533,0.10815868263473054,0.011102794411177645,0.7606837606837606,7.0330346316505485,1.0,0.009524131004458149,3.7266226475620186,0.8705198069446992,0.09944134078212291,0.7316605155463737,0.43166829325998873,至尊VIP
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.01783932135728543,0.023203592814371257,0.01347305389221557,0.7552447552447553,32.54861267764494,1.0,0.013059117543356402,3.990911035072713,0.9868820300040927,0.4886877828054299,0.7494306459823702,0.667944958267539,至尊VIP
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.020833333333333332,0.05563872255489022,0.015718562874251496,0.7544910179640718,13.560538116591928,1.0,0.014559422821024617,3.8465447154471537,0.9459642012833502,0.2587268993839836,0.7400264200792602,0.5185011143632018,至尊VIP
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.01621756487025948,0.015843313373253492,0.01222554890219561,0.7538461538461539,47.58134463961237,1.0,0.01196860893980502,3.998136539421159,0.9951218123566952,0.6163522012578616,0.7498834794309507,0.7627498485766203,至尊VIP
frozenset({'REGENCY TEA PLATE GREEN '}),frozenset({'REGENCY TEA PLATE PINK'}),0.016716566866267466,0.014471057884231538,0.012599800399201597,0.753731343283582,52.08543489449305,1.0,0.012357893992454213,4.001844795257968,0.997475134471072,0.6778523489932885,0.7501152465520499,0.8122104992279979,至尊VIP
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.017589820359281437,0.03318363273453094,0.013223552894211578,0.7517730496453902,22.654935210366343,1.0,0.012639858755542807,3.894888793840891,0.9729739442946991,0.35215946843853824,0.7432532601235416,0.5751346451234469,至尊VIP
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01808882235528942,0.10815868263473054,0.013597804391217565,0.7517241379310345,6.950196873881399,1.0,0.011641341194855798,3.592138639387892,0.8718906588929982,0.12070874861572535,0.7216143082466321,0.4387225072584815,至尊VIP
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.013972055888223553,0.05688622754491018,0.010479041916167664,0.75,13.18421052631579,1.0,0.009684224365639977,3.7724550898203595,0.937246963562753,0.17355371900826444,0.734920634920635,0.46710526315789475,至尊VIP
"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.015469061876247504,0.05563872255489022,0.011601796407185628,0.75,13.47982062780269,1.0,0.010741117565268663,3.777445109780439,0.9403615475587092,0.1949685534591195,0.7352708058124174,0.4792600896860987,至尊VIP
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013972055888223553,0.10815868263473054,0.010479041916167664,0.75,6.9342560553633215,1.0,0.008967842757598574,3.567365269461078,0.8679149797570851,0.09385474860335195,0.7196810742761226,0.4234429065743945,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.02382734530938124,0.08370758483033933,0.01783932135728543,0.7486910994764397,8.94412496781392,1.0,0.015844791828518612,3.646080235362607,0.9098746620791349,0.19888734353268425,0.7257328595511424,0.4809029267874002,至尊VIP
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01971057884231537,0.08370758483033933,0.01472055888223553,0.7468354430379747,8.921956648870946,1.0,0.013070633931737324,3.6193550399201593,0.9057702179793021,0.16596343178621661,0.7237076802440306,0.4613461864966326,至尊VIP
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.0187125748502994,0.020084830339321357,0.013972055888223553,0.7466666666666667,37.17565217391304,1.0,0.013596216997143437,3.868086196028995,0.9916571319603356,0.5628140703517589,0.7414742202418841,0.721159420289855,至尊VIP
frozenset({'JUMBO BAG VINTAGE CHRISTMAS '}),"frozenset({""JUMBO BAG 50'S CHRISTMAS ""})",0.02058383233532934,0.030688622754491017,0.015344311377245509,0.7454545454545455,24.290909090909093,1.0,0.014712621911864893,3.8080089820359286,0.9789835689721056,0.4270833333333334,0.7373955773955774,0.6227272727272728,至尊VIP
