antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01517442488389675,0.08640241926773949,0.011880332649314181,0.7829181494661921,9.061298932384341,1.0,0.010569225628348914,4.208539675176477,0.9033483377947927,0.13245033112582782,0.7623878881555116,0.460209074733096
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE IVORY'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.014850415811642726,0.04735932606112971,0.011610325089102496,0.7818181818181819,16.50822017207422,1.0,0.010907019404535551,4.366269755553156,0.9535852553830777,0.22945570971184634,0.7709715487165746,0.5134860578418161
frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),0.01555243546819311,0.019494545847283724,0.012150340209525866,0.78125,40.07531163434903,1.0,0.011847152543254254,4.482310647555274,0.990450905101481,0.5306603773584906,0.7769007820675222,0.7022593490304709
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.018522518630521654,0.04735932606112971,0.01441840371530403,0.7784256559766765,16.436586428022913,1.0,0.013541189716007804,4.2994177784346395,0.9568840187729574,0.28016789087093386,0.7674103677442375,0.5414363171559551
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.01668646722108219,0.029214818014904418,0.012906361378118587,0.773462783171521,26.475016300869175,1.0,0.012418869274943003,4.285323160477063,0.9785572034243952,0.39116202945990175,0.7666453701268412,0.6076186374267956
frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),frozenset({'CHILDRENS CUTLERY SPACEBOY '}),0.014472405227346366,0.01706447780537855,0.011178312992763798,0.7723880597014925,45.262918004912144,1.0,0.0109313489549713,4.31847081882227,0.9922673549070213,0.5490716180371353,0.7684365503544797,0.7137256754203665
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013176368938330274,0.08640241926773949,0.01015228426395939,0.7704918032786885,8.917479508196722,1.0,0.009013814110523358,3.980675173190563,0.8997156755674264,0.11352657004830918,0.7487863348572381,0.4439959016393442
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK '}),0.014472405227346366,0.014688411275515715,0.01112431148072146,0.7686567164179104,52.33082748024583,1.0,0.010911734840596274,4.259088802873578,0.9952951190317862,0.6167664670658682,0.7652079948825422,0.7630048287971904
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.016848471757209202,0.030024840695539474,0.012906361378118587,0.766025641025641,25.51306262682162,1.0,0.012400488697645085,4.145647256205365,0.9772698963098744,0.37996820349761523,0.7587831433310778,0.5979408780667773
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.014688411275515715,0.014472405227346366,0.01112431148072146,0.7573529411764706,52.33082748024582,1.0,0.010911734840596274,4.061568269366087,0.9955133137306861,0.6167664670658682,0.7537896857373086,0.7630048287971904
frozenset({'REGENCY TEA PLATE GREEN '}),frozenset({'REGENCY TEA PLATE PINK'}),0.01458040825143104,0.01209633869748353,0.010908305432552112,0.7481481481481482,61.84914021164022,1.0,0.010731935875995219,3.922558655171758,0.9983885389854198,0.6917808219178083,0.7450643603043298,0.8249669312169313
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.017172480829463224,0.06955394751053029,0.012798358354033913,0.7452830188679246,10.71517930387906,1.0,0.01160394452379584,3.6528622801438453,0.9225163444150786,0.1731190650109569,0.726242074486142,0.46464461502402443
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.01630845663678583,0.020682579112215143,0.012150340209525866,0.7450331125827814,36.02225373056905,1.0,0.011813039264937413,3.840959235170272,0.9883579758942077,0.48913043478260854,0.739648369385605,0.6662502377535316
"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.022680635057781617,0.03731504482125499,0.016848471757209202,0.7428571428571429,19.90771139135828,1.0,0.016002142843453554,3.7437748256951195,0.9718094647092327,0.3904881101376721,0.7328899181818911,0.597188339880091
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.014040393131007668,0.06955394751053029,0.010422291824171077,0.7423076923076923,10.672402054467273,1.0,0.00944572705730976,3.610686173839734,0.9192064008281984,0.14243542435424358,0.7230443323362651,0.4460762064022934
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013662382546711307,0.08640241926773949,0.010098282751917053,0.7391304347826086,8.554510869565217,1.0,0.008917819846919856,3.5021240594736645,0.8953350187597623,0.11224489795918369,0.7144590017321402,0.4280027173913043
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.013662382546711307,0.05335349389782914,0.010098282751917053,0.7391304347826086,13.853458898081323,1.0,0.009369346908081284,3.6288116067249874,0.9406676220994831,0.17741935483870966,0.724427689178799,0.4642008449216687
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE BEDROOM ""})",0.01360838103466897,0.013716384058753646,0.010044281239874716,0.7380952380952381,53.811211098612674,1.0,0.009857623459185337,3.765810169957487,0.99495625576163,0.5812499999999999,0.734452891975888,0.7351893513310837
frozenset({'CANDLEHOLDER PINK HANGING HEART'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.018522518630521654,0.1064369802354466,0.013662382546711307,0.7376093294460642,6.930009925257339,1.0,0.011690901597323783,3.4054679531026872,0.8718488998591863,0.12275594371664239,0.7063545997874066,0.4329852836981716
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.023382654714332003,0.025002700075602118,0.01722648234150556,0.7367205542725173,29.46563979269649,1.0,0.016641852838711755,3.7032792181338965,0.9891921031215359,0.5528596187175042,0.7299690514549141,0.7128527177410102
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.014148396155092342,0.05027540771141592,0.010422291824171077,0.7366412213740459,14.652118300112331,1.0,0.00971097543901118,3.606200625791436,0.9451224496283144,0.19300000000000003,0.722699842918325,0.47197259779765666
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.018684523166648665,0.01706447780537855,0.013716384058753646,0.7341040462427747,43.019426355454755,1.0,0.013397542427872288,3.6966922899928174,0.995352372170736,0.6225490196078434,0.7294878984904791,0.7689507572986025
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.022896641105950966,0.04611729128415595,0.016794470245166865,0.7334905660377359,15.90489262516018,1.0,0.015738539177854945,3.5791705176594504,0.9590861158430589,0.32161323681489146,0.7206056556774679,0.5488295921523574
"frozenset({""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.013716384058753646,0.01360838103466897,0.010044281239874716,0.732283464566929,53.811211098612674,1.0,0.009857623459185337,3.684462812017559,0.9950652084834611,0.5812499999999999,0.728590014061666,0.7351893513310837
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY TEAPOT ROSES '}),0.014472405227346366,0.019116535262987365,0.010584296360298088,0.7313432835820896,38.257104308963655,1.0,0.010307634115429279,3.6510662298544356,0.988162147050601,0.46009389671361506,0.7261074061535528,0.6425077999831352
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.03429096014688411,0.040825143104006915,0.025002700075602118,0.7291338582677166,17.85992167645711,1.0,0.023602766720431774,3.5411397333078822,0.9775291252995683,0.49892241379310354,0.7176050437676825,0.6707838603507895
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.017550491413759584,0.015390430932066098,0.012744356841991576,0.7261538461538463,47.18216464237518,1.0,0.012474247216064289,3.59548438142785,0.9962909463222491,0.6310160427807486,0.72187335726852,0.7771120107962214
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.014904417323685063,0.025002700075602118,0.010800302408467436,0.7246376811594203,28.98237706200895,1.0,0.01042765173232173,3.5407796681464974,0.9801041552461354,0.3710575139146568,0.7175763267632315,0.5783015619619996
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.020196565503834106,0.030024840695539474,0.014634409763473378,0.7245989304812834,24.133314738583465,1.0,0.01402801110162373,3.5220457240763907,0.9783222534606297,0.41122913505311076,0.7160741005819178,0.6060045012118648
frozenset({'PAINTED METAL PEARS ASSORTED'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.01900853223890269,0.07425207905821363,0.013770385570795983,0.7244318181818181,9.756384297520661,1.0,0.012358962532212378,3.35941513578875,0.914893800743902,0.17323369565217392,0.7023291377874881,0.45494318181818183
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.016578464196997517,0.06955394751053029,0.011988335673398855,0.7231270358306189,10.396635442167238,1.0,0.010835238044835684,3.3605522131090257,0.9190514989208086,0.1616897305171158,0.7024298577777944,0.44774364213891193
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.029214818014904418,0.030024840695539474,0.021060589696511502,0.7208872458410351,24.00969427784944,1.0,0.02018341943966482,3.4752090144616767,0.9871907551386886,0.5516265912305516,0.712247523576678,0.7111630473809493
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.019170536775029702,0.01938654282319905,0.013716384058753646,0.7154929577464789,36.90668131350779,1.0,0.01334473362662082,3.446710666314499,0.9919202792212775,0.5521739130434783,0.7098683072608236,0.7115069245556906
frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),0.01938654282319905,0.019170536775029702,0.013716384058753646,0.7075208913649025,36.90668131350778,1.0,0.01334473362662082,3.353502640931089,0.9921387758960329,0.5521739130434783,0.7018043201175612,0.7115069245556906
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY TEAPOT ROSES '}),0.014688411275515715,0.019116535262987365,0.01036829031212874,0.7058823529411765,36.925224327018945,1.0,0.010087498780023083,3.3350037801058434,0.9874219006905623,0.4423963133640554,0.7001502649066674,0.6241276171485544
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.017550491413759584,0.03952910681499082,0.012366346257695216,0.7046153846153848,17.825229087852044,1.0,0.011672591007945134,3.2515941696367516,0.9607615770449646,0.27657004830917875,0.6924585456149609,0.5087284573350148
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.019332541311156713,0.06955394751053029,0.01360838103466897,0.7039106145251396,10.120354627155695,1.0,0.012263726471067618,3.142449875388963,0.918954968184043,0.1807747489239598,0.6817769448506403,0.4497813942190915
frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),0.015282427907981424,0.01722648234150556,0.0107463008964251,0.7031802120141343,40.819721523754666,1.0,0.010483038421932926,3.311010779730404,0.9906414441276854,0.4937965260545905,0.6979774254672091,0.6635023317123963
frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.017388486877632572,0.04735932606112971,0.012204341721568203,0.7018633540372671,14.819960764038896,1.0,0.011380834701820728,3.1953155938366273,0.9490255565260867,0.23227132579650567,0.6870418678114683,0.4797800236548935
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.030024840695539474,0.029214818014904418,0.021060589696511502,0.7014388489208634,24.00969427784944,1.0,0.02018341943966482,3.2515455492994776,0.9880151544999557,0.5516265912305516,0.6924539469497997,0.7111630473809493
frozenset({'REGENCY TEA PLATE ROSES '}),frozenset({'REGENCY TEA PLATE GREEN '}),0.017712495949886598,0.01458040825143104,0.012366346257695216,0.698170731707317,47.88416892502258,1.0,0.01210809083559405,3.264824505995258,0.9967715837916605,0.6205962059620596,0.6937048229809347,0.7731594399277326
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01571444000432012,0.02511070309968679,0.010908305432552112,0.6941580756013747,27.643912352658614,1.0,0.010513704795225788,3.1875593864942835,0.9792134614789179,0.3646209386281589,0.686280354732524,0.5642833388759562
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.01668646722108219,0.05335349389782914,0.011556323577060157,0.6925566343042071,12.980530115430472,1.0,0.010666042250003822,3.0790923198481135,0.9386238601328397,0.1975992613111726,0.6752289648628241,0.45457791229380395
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.015066421859812074,0.05680959066853872,0.010422291824171077,0.6917562724014338,12.176751570655657,1.0,0.009566374565475629,3.059885165156718,0.9319169450420397,0.1695957820738137,0.6731903499559001,0.4376081742235306
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.042283183929150016,0.03731504482125499,0.029214818014904418,0.6909323116219668,18.516186029834415,1.0,0.027637019111402816,3.114802974813873,0.9877587839454027,0.579849946409432,0.6789524062722601,0.7369278055939067
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.025002700075602118,0.023382654714332003,0.01722648234150556,0.6889848812095032,29.46563979269649,1.0,0.016641852838711755,3.140096047689335,0.9908357344199933,0.5528596187175042,0.6815384036625701,0.7128527177410102
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.03326493141807971,0.03801706447780538,0.022896641105950966,0.6883116883116882,18.105335005903182,1.0,0.021632006063380057,3.0863619181337065,0.9772767035621613,0.47321428571428564,0.675993928604235,0.6452922077922076
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01938654282319905,0.02511070309968679,0.013284371962414948,0.6852367688022284,27.288633300386376,1.0,0.012797562241452233,3.0972146689133844,0.982400046204328,0.42560553633217996,0.6771292574463893,0.6071345134333723
frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.01938654282319905,0.04735932606112971,0.013284371962414948,0.6852367688022284,14.46888766782174,1.0,0.01236623835965301,3.026530990655349,0.9492896308444334,0.24848484848484848,0.6695887129232847,0.4828692395892556
"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.016956474781293876,0.04260719300140404,0.011610325089102496,0.6847133757961784,16.070370460067974,1.0,0.010887857295472467,3.0365792060359516,0.9539492981353446,0.24211711711711714,0.6706820628909488,0.4786051036141855
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.019818554919537747,0.06955394751053029,0.013554379522626633,0.6839237057220708,9.83299625975257,1.0,0.012175920794018543,2.943738803996857,0.9164646027207353,0.1787749287749288,0.6602959479141792,0.4393997410597932
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.01587644454044713,0.017496489901717246,0.010854303920509773,0.6836734693877551,39.07489292013102,1.0,0.010576521868932666,3.1059788383752163,0.9901278288102944,0.4820143884892086,0.6780403048324969,0.6520219198790627
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.0149584188357274,0.06955394751053029,0.010098282751917053,0.6750902527075812,9.705994797856357,1.0,0.009057865673376343,2.8637061837731452,0.910591905699888,0.13570391872278664,0.6508021648078344,0.41013829405565394
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.021384598768765525,0.04260719300140404,0.01441840371530403,0.6742424242424243,15.824614971002806,1.0,0.01350726598830565,2.9389732679956904,0.9572783220841513,0.2908496732026144,0.6597451188516675,0.5063227330337596
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01722648234150556,0.02511070309968679,0.011610325089102496,0.6739811912225706,26.840395051740995,1.0,0.011177756005572952,2.990285439530769,0.9796180981065916,0.3778558875219684,0.6655837644191859,0.56817339131021
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.015390430932066098,0.03952910681499082,0.01036829031212874,0.6736842105263158,17.04273799252229,1.0,0.00975992032388636,2.94337854363148,0.9560378160478253,0.23272727272727273,0.6602543691963519,0.4679896462467644
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04260719300140404,0.04735932606112971,0.028620801382438707,0.6717363751584283,14.183824623926768,1.0,0.02660295343653573,2.902059813659338,0.9708628970549265,0.4665492957746479,0.6554171642868191,0.6380346642040716
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.025272707635813803,0.04735932606112971,0.016956474781293876,0.6709401709401709,14.167012640216743,1.0,0.01575957637992177,2.895037892229813,0.9535113008804278,0.3045586808923375,0.6545813777830103,0.5144894697346236
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03666702667674695,0.1064369802354466,0.024570687979263418,0.6701030927835051,6.295773248181099,1.0,0.02066796038557791,2.7086129036613023,0.8731801972342361,0.20728929384965827,0.6308073410385536,0.4504751892126556
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.015660438492277783,0.06955394751053029,0.010476293336213414,0.6689655172413793,9.617937459841508,1.0,0.009387048019329637,2.8107224502286066,0.9102830357284252,0.14017341040462428,0.6442195849260512,0.40979331762690085
