,CustomerID,Recency,Frequency,Monetary,F_Score,Monetary_log,M_Score,R_Score,客户层级
94,12461.0,94,2,826.88,2,2.9174424928951592,3,2,高潜力客户
95,12462.0,19,2,1189.5900000000001,2,3.075397308388737,3,3,高潜力客户
96,12463.0,53,4,1344.7800000000002,3,3.128651244741931,3,2,常规忠诚客户
97,12464.0,10,8,1212.05,3,3.0835205394828766,3,4,沉睡用户
98,12465.0,17,2,742.19,2,2.8705151043767185,3,4,高潜力客户
99,12468.0,188,2,729.54,2,2.8630491147979895,3,1,高潜力客户
100,12471.0,2,30,19788.65,4,4.296416167465328,4,4,至尊VIP
101,12472.0,32,7,6572.110000000001,3,3.8177048244428913,4,3,常规忠诚客户
102,12473.0,29,5,3928.05,3,3.5941770083737667,4,3,常规忠诚客户
103,12474.0,17,18,7324.089999999999,4,3.864753672959821,4,4,至尊VIP
104,12475.0,54,1,723.3799999999999,1,2.8593665032275837,3,2,高潜力客户
105,12476.0,16,11,6816.42,4,3.83355634267494,4,4,至尊VIP
106,12477.0,23,6,13219.740000000002,3,4.121222914050328,4,3,常规忠诚客户
107,12478.0,4,1,680.9900000000001,1,2.833140740938193,3,4,高潜力客户
108,12479.0,11,1,527.2,1,2.7219754098237092,2,4,高潜力客户
109,12480.0,28,4,3281.6299999999997,3,3.5160896145984646,4,3,常规忠诚客户
110,12481.0,23,10,5579.82,4,3.7466201899905287,4,3,至尊VIP
111,12483.0,17,8,2484.98,3,3.395322899475141,4,4,沉睡用户
112,12484.0,33,6,4527.32,3,3.6558411933389108,4,3,常规忠诚客户
113,12488.0,10,3,1298.6600000000003,2,3.1134954673875748,3,4,高潜力客户
114,12489.0,336,1,334.92999999999995,1,2.5249540624204068,2,1,高潜力客户
115,12490.0,5,10,5417.93,4,3.7338333904226717,4,4,至尊VIP
116,12491.0,39,1,460.40000000000003,1,2.663135324390736,2,3,高潜力客户
117,12492.0,63,2,263.21,2,2.4203024016786125,1,2,高潜力客户
118,12493.0,166,2,433.74,2,2.6372294851433966,2,1,高潜力客户
119,12494.0,16,7,1246.1,3,3.0955528995046317,3,4,沉睡用户
120,12497.0,82,1,1043.1,1,3.0183259495664188,3,2,高潜力客户
121,12498.0,21,3,403.7,2,2.606058760168166,2,3,高潜力客户
122,12500.0,23,11,4257.820000000001,4,3.6291872986438776,4,3,至尊VIP
123,12501.0,337,1,2169.3900000000003,1,3.336337635907505,4,1,高潜力客户
124,12502.0,96,5,3723.87,3,3.570994512555004,4,2,常规忠诚客户
125,12504.0,18,2,482.04999999999995,2,2.6830920962064533,2,4,高潜力客户
126,12506.0,233,1,73.50000000000001,1,1.8662873981718755,1,1,高潜力客户
127,12507.0,134,3,1304.81,2,3.115547279785046,3,2,高潜力客户
128,12508.0,26,2,397.88,2,2.5997521201849016,2,3,高潜力客户
129,12509.0,284,1,176.5,1,2.24674473432976,1,1,高潜力客户
130,12510.0,143,2,982.5699999999999,2,2.9923635044657306,3,1,高潜力客户
131,12512.0,66,2,132.18,2,2.121165780390703,1,2,高潜力客户
132,12513.0,113,1,612.2900000000001,1,2.7869571736325844,2,2,高潜力客户
133,12514.0,267,1,1017.6800000000001,1,3.0076112438777676,3,1,高潜力客户
134,12515.0,353,1,383.70000000000005,1,2.583991810516911,2,1,高潜力客户
135,12516.0,78,2,1312.06,2,3.117953698923672,3,2,高潜力客户
136,12517.0,28,5,2481.6,3,3.394731782219588,4,3,常规忠诚客户
137,12518.0,1,5,2056.89,3,3.3132110688812992,4,4,沉睡用户
138,12519.0,64,1,330.84000000000003,1,2.519618025280423,2,2,高潜力客户
139,12520.0,79,5,2634.26,3,3.420658639014234,4,2,常规忠诚客户
140,12521.0,143,1,599.68,1,2.777919572113769,2,1,高潜力客户
141,12522.0,39,2,192.72000000000003,2,2.2849268095252846,1,3,高潜力客户
142,12523.0,19,11,1789.77,4,3.2527972266194167,4,3,至尊VIP
143,12524.0,9,8,4485.719999999999,3,3.651832162268155,4,4,沉睡用户
144,12526.0,1,3,1316.6600000000003,2,3.1194736452402845,3,4,高潜力客户
145,12527.0,82,3,348.71000000000004,2,2.542464414325696,2,2,高潜力客户
146,12528.0,9,6,1933.4800000000002,3,3.286339686317762,4,4,沉睡用户
147,12530.0,60,4,1662.28,3,3.2207041822369065,4,2,常规忠诚客户
148,12531.0,15,1,125.22,1,2.0976737341316136,1,4,高潜力客户
149,12532.0,30,1,349.83000000000004,1,2.543857062485035,2,3,高潜力客户
150,12534.0,131,1,1089.18,1,3.0370996620230866,3,2,高潜力客户
151,12535.0,92,2,716.35,2,2.8551252712883075,3,2,高潜力客户
152,12536.0,59,1,4279.71,1,3.6314143425357077,4,2,高潜力客户
153,12538.0,29,1,363.95,1,2.561041735648819,2,3,高潜力客户
154,12539.0,22,4,5568.349999999999,3,3.7457265259261665,4,3,常规忠诚客户
155,12540.0,20,17,13400.24,4,4.1271125770278765,4,3,至尊VIP
156,12541.0,30,3,981.1800000000002,2,2.9917486915572495,3,3,高潜力客户
157,12544.0,36,1,372.70000000000005,1,2.571359404406495,2,3,高潜力客户
158,12545.0,75,2,1000.39,2,3.0001693461696832,3,2,高潜力客户
159,12546.0,47,2,1161.5,2,3.0650192178753373,3,3,高潜力客户
160,12547.0,198,2,207.8,2,2.3176455641207965,1,1,高潜力客户
161,12548.0,166,1,95.19999999999999,1,1.9786369940036401,1,1,高潜力客户
162,12550.0,79,1,964.83,1,2.9844508032690324,3,2,高潜力客户
163,12551.0,358,1,168.0,1,2.2253093075767243,1,1,高潜力客户
164,12552.0,39,2,437.82,2,2.6412956065557864,2,3,高潜力客户
165,12553.0,8,10,3692.2799999999997,4,3.5672946290241447,4,4,至尊VIP
166,12556.0,50,2,599.56,2,2.7778326581730513,2,3,高潜力客户
167,12557.0,16,5,11990.96,3,4.078853954604711,4,4,沉睡用户
168,12558.0,8,1,269.96000000000004,1,2.4312994355567152,1,4,高潜力客户
169,12559.0,311,2,561.7099999999999,2,2.7495121633260764,2,1,高潜力客户
170,12560.0,5,3,2134.01,2,3.329196452238202,4,4,高潜力客户
171,12561.0,303,1,238.85,1,2.3781252638021013,1,1,高潜力客户
172,12562.0,8,7,3781.74,3,3.5776916683208797,4,4,沉睡用户
173,12564.0,261,1,456.90000000000003,1,2.6598211675609464,2,1,高潜力客户
174,12565.0,289,1,145.92000000000002,1,2.1641148507468455,1,1,高潜力客户
175,12566.0,86,1,351.65,1,2.546110634099616,2,2,高潜力客户
176,12567.0,23,10,9401.279999999999,4,3.973186988007605,4,3,至尊VIP
177,12569.0,2,32,4124.6900000000005,4,3.615391314824066,4,4,至尊VIP
178,12571.0,40,2,519.61,2,2.715677508925027,2,3,高潜力客户
179,12572.0,9,2,1020.42,2,3.0087789663503126,3,4,高潜力客户
180,12573.0,227,1,160.54,1,2.205583285692857,1,1,高潜力客户
181,12574.0,316,1,218.45000000000002,1,2.339352068926314,1,1,高潜力客户
182,12576.0,36,5,1315.83,3,3.1191997870837973,3,3,常规忠诚客户
183,12577.0,35,3,626.5999999999999,2,2.796990397476655,2,3,高潜力客户
184,12578.0,21,2,2794.5099999999998,2,3.446305669607668,4,3,高潜力客户
185,12579.0,78,1,440.41999999999996,1,2.643867042441322,2,2,高潜力客户
186,12580.0,247,1,415.70000000000005,1,2.61878003495352,2,1,高潜力客户
187,12581.0,40,1,197.70999999999998,1,2.2960286580729594,1,3,高潜力客户
188,12582.0,239,2,511.3599999999999,2,2.7087267617908086,2,1,高潜力客户
189,12583.0,3,15,7281.379999999999,4,3.86221369716057,4,4,至尊VIP
190,12584.0,4,9,2338.1500000000005,4,3.3688723709940422,4,4,至尊VIP
191,12585.0,234,2,2040.0999999999997,2,3.3096514579781093,4,1,高潜力客户
192,12586.0,17,1,196.94000000000003,1,2.294333955635577,1,4,高潜力客户
193,12587.0,8,1,144.0,1,2.1583625222545875,1,4,高潜力客户
194,12588.0,39,1,214.89999999999998,1,2.332236435700586,1,3,高潜力客户
195,12589.0,29,2,646.6800000000001,2,2.810689436359406,2,3,高潜力客户
196,12590.0,211,2,9864.26,2,3.9940645112174398,4,1,高潜力客户
197,12591.0,317,1,452.84999999999997,1,2.655954381669029,2,1,高潜力客户
198,12592.0,92,2,437.6,2,2.641077323249837,2,2,高潜力客户
199,12593.0,109,3,418.0999999999999,2,2.6212801779377495,2,2,高潜力客户
200,12594.0,38,10,3338.2200000000003,4,3.5235149560640924,4,3,至尊VIP
201,12596.0,51,2,618.27,2,2.791178180984736,2,3,高潜力客户
202,12597.0,19,4,3811.2199999999993,3,3.58106401997947,4,3,常规忠诚客户
203,12598.0,10,8,3023.08,3,3.480449641534968,4,4,沉睡用户
204,12599.0,29,7,1032.5800000000004,3,3.0139237131664367,3,3,常规忠诚客户
205,12600.0,29,10,2599.04,4,3.4148129651449044,4,3,至尊VIP
206,12601.0,190,5,577.0600000000001,3,2.7612209789385447,2,1,高潜力客户
207,12602.0,59,1,153.12,1,2.1850319487957823,1,2,高潜力客户
208,12603.0,22,1,739.1999999999999,1,2.868761964087246,3,3,高潜力客户
209,12604.0,79,2,254.17999999999998,2,2.405141392449049,1,2,高潜力客户
210,12607.0,60,1,1579.51,1,3.1985223825513853,3,2,高潜力客户
211,12609.0,78,3,1126.8500000000001,2,3.051866112883387,3,2,高潜力客户
212,12610.0,23,5,2099.54,3,3.322124155209565,4,3,常规忠诚客户
213,12611.0,52,1,1193.32,1,3.076756923084171,3,2,高潜力客户
214,12612.0,74,1,704.04,1,2.8475973404325616,3,2,高潜力客户
215,12613.0,57,5,3344.38,3,3.524315618907371,4,2,常规忠诚客户
216,12614.0,278,1,315.59999999999997,1,2.4991370082982973,2,1,高潜力客户
217,12615.0,2,4,2291.1899999999996,3,3.360061107029938,4,4,沉睡用户
218,12616.0,95,2,713.3,2,2.853272230109208,3,2,高潜力客户
219,12617.0,29,1,352.97999999999996,1,2.547750111074747,2,3,高潜力客户
220,12618.0,22,1,177.31,1,2.248733254298317,1,3,高潜力客户
221,12619.0,16,9,3641.24,4,3.5612493061196715,4,4,至尊VIP
222,12620.0,15,3,1339.41,2,3.12691354028593,3,4,高潜力客户
223,12621.0,2,20,13689.67,4,4.136392979575674,4,4,至尊VIP
224,12622.0,232,1,180.09999999999997,1,2.255513736933607,1,1,高潜力客户
225,12623.0,276,1,305.1,1,2.484442221876903,1,1,高潜力客户
226,12624.0,106,2,641.13,2,2.806946105806472,2,2,高潜力客户
227,12625.0,212,2,2683.82,2,3.428753386577087,4,1,高潜力客户
228,12626.0,23,9,6620.48,4,3.820889478584231,4,3,至尊VIP
229,12627.0,11,7,4478.530000000001,3,3.6511354887065015,4,4,沉睡用户
230,12628.0,4,3,786.4599999999999,2,2.8956766444699547,3,4,高潜力客户
231,12630.0,10,2,1270.88,2,3.1041045486225896,3,4,高潜力客户
232,12631.0,57,1,640.5,1,2.806519140861259,2,2,高潜力客户
233,12633.0,59,4,2163.98,3,3.335253244610691,4,2,常规忠诚客户
234,12635.0,90,2,1689.1800000000003,2,3.22767593327971,4,2,高潜力客户
235,12637.0,67,8,6002.9,3,3.778361109395036,4,2,常规忠诚客户
236,12638.0,33,1,671.69,1,2.827168889114328,3,3,高潜力客户
237,12639.0,239,1,486.1,1,2.6867256300088043,2,1,高潜力客户
238,12640.0,24,3,1174.58,2,3.06988260537756,3,3,高潜力客户
239,12641.0,115,1,185.9,1,2.269279413133624,1,2,高潜力客户
240,12642.0,25,3,1013.26,2,3.005720902831979,3,3,高潜力客户
241,12643.0,128,6,3344.6399999999994,3,3.524349380673673,4,2,常规忠诚客户
242,12644.0,130,1,477.90999999999997,1,2.679346127072867,2,2,高潜力客户
243,12645.0,34,4,1775.1800000000003,3,3.249242398735233,4,3,常规忠诚客户
244,12646.0,5,2,1346.97,2,3.129357926356612,3,4,高潜力客户
245,12647.0,22,12,3722.82,4,3.5708720395615545,4,3,至尊VIP
246,12648.0,155,1,318.04999999999995,1,2.502495413567463,2,1,高潜力客户
247,12649.0,107,3,623.51,2,2.7948434301527607,2,2,高潜力客户
248,12650.0,3,1,314.44,1,2.497537801415357,2,4,高潜力客户
249,12651.0,335,1,114.0,1,2.056904889432478,1,1,高潜力客户
250,12652.0,331,1,919.98,1,2.963778390779238,3,1,高潜力客户
251,12653.0,149,2,2209.85,2,3.344362797648947,4,1,高潜力客户
252,12654.0,11,5,601.9799999999999,3,2.7795820698444755,2,4,高潜力客户
253,12656.0,17,5,4051.17,3,3.6075804690180964,4,4,沉睡用户
254,12657.0,11,4,1643.18,3,3.2156851429039452,3,4,沉睡用户
255,12658.0,19,1,686.05,1,2.8363557750003507,3,3,高潜力客户
256,12659.0,30,1,91.68,1,1.9622746519940018,1,3,高潜力客户
257,12660.0,11,1,245.10000000000002,1,2.3893433289711505,1,4,高潜力客户
258,12662.0,1,11,3849.7799999999997,4,3.585435913099986,4,4,至尊VIP
259,12664.0,8,9,4881.88,4,3.6885871008420694,4,4,至尊VIP
260,12665.0,325,1,63.0,1,1.7993406183892082,1,1,高潜力客户
261,12667.0,58,1,620.1300000000001,1,2.792482748702279,2,2,高潜力客户
262,12668.0,12,4,3807.15,3,3.5805999892997145,4,4,沉睡用户
263,12669.0,151,2,1607.73,2,3.2062131184098885,3,1,高潜力客户
264,12670.0,10,5,2996.0500000000006,3,3.4765490583217455,4,4,沉睡用户
265,12672.0,330,1,225.9,1,2.3539162501454394,1,1,高潜力客户
266,12673.0,5,2,610.52,2,2.7856999026628317,2,4,高潜力客户
267,12674.0,39,4,1970.6000000000001,3,3.294598480657578,4,3,常规忠诚客户
268,12676.0,25,6,1331.39,3,3.12430529392694,3,3,常规忠诚客户
269,12678.0,42,12,17628.46,4,4.246214374785351,4,3,至尊VIP
270,12679.0,59,4,1113.02,3,3.0465029722003556,3,2,常规忠诚客户
271,12680.0,1,4,862.8100000000002,3,2.9359151749823686,3,4,沉睡用户
272,12681.0,15,22,13787.54,4,4.139486785727269,4,4,至尊VIP
273,12682.0,4,31,12279.82,4,4.089192001232131,4,4,至尊VIP
274,12683.0,4,15,8476.57,4,3.9282201533094123,4,4,至尊VIP
275,12684.0,8,7,2283.63,3,3.358625741591505,4,4,沉睡用户
276,12685.0,28,6,2863.08,3,3.4568334847369218,4,3,常规忠诚客户
277,12686.0,372,1,89.14,1,1.9500726784706486,1,1,高潜力客户
278,12688.0,114,1,4873.8099999999995,1,3.6878685955879704,4,2,高潜力客户
279,12689.0,26,2,1247.61,2,3.096078850591618,3,3,高潜力客户
280,12690.0,206,1,389.01,1,2.589960776728873,2,1,高潜力客户
281,12691.0,28,6,1035.8,3,3.0152759108747165,3,3,常规忠诚客户
282,12693.0,127,4,855.91,3,2.932428105547603,3,2,常规忠诚客户
283,12694.0,70,2,869.67,2,2.9393544939724636,3,2,高潜力客户
284,12695.0,7,4,582.1,3,2.764997606745703,2,4,高潜力客户
285,12697.0,29,3,957.5899999999999,2,2.9811796066710095,3,3,高潜力客户
286,12700.0,8,4,4939.99,3,3.69372607066327,4,4,沉睡用户
287,12701.0,80,2,797.71,2,2.9018450417948523,3,2,高潜力客户
288,12702.0,20,1,219.0,1,2.340444134670916,1,3,高潜力客户
289,12703.0,71,1,283.55,1,2.4526296669383454,1,2,高潜力客户
290,12704.0,7,8,2340.8399999999997,3,3.369371731873222,4,4,沉睡用户
291,12705.0,15,9,6868.290000000001,4,3.836848624736342,4,4,至尊VIP
292,12707.0,292,1,603.42,1,2.780619707709193,2,1,高潜力客户
293,12708.0,30,10,2712.91,4,3.433435388008328,4,3,至尊VIP
294,12709.0,15,15,9706.52,4,3.9870635541772885,4,4,至尊VIP
295,12710.0,97,3,1149.0200000000002,2,3.0603275919231963,3,2,高潜力客户
296,12712.0,29,13,4396.13,4,3.643070527652881,4,3,至尊VIP
297,12713.0,1,1,848.5500000000001,1,2.928677442914168,3,4,高潜力客户
298,12714.0,9,5,4708.860000000001,3,3.6729157794662455,4,4,沉睡用户
299,12715.0,106,1,343.35999999999996,1,2.535749712934228,2,2,高潜力客户
300,12716.0,4,2,1053.4900000000002,2,3.0226304216503888,3,4,高潜力客户
301,12717.0,151,2,1030.98,2,3.0132502446910263,3,1,高潜力客户
302,12718.0,71,1,238.25,1,2.3770329275388833,1,2,高潜力客户
303,12719.0,5,2,644.95,2,2.80952605382517,2,4,高潜力客户
304,12720.0,3,25,5781.730000000001,4,3.7620578075171256,4,4,至尊VIP
305,12721.0,32,6,2656.13,3,3.4242493286943714,4,3,常规忠诚客户
306,12722.0,85,4,997.6300000000001,3,2.9989695048062646,3,2,常规忠诚客户
307,12723.0,4,5,725.07,3,2.860379942417528,3,4,沉睡用户
308,12724.0,5,4,1031.4099999999999,3,3.0134313419889316,3,4,沉睡用户
309,12725.0,371,1,427.8,1,2.63124079038732,2,1,高潜力客户
310,12726.0,28,7,2609.1,3,3.4164907264588598,4,3,常规忠诚客户
311,12727.0,11,7,3980.7000000000003,3,3.599959449899929,4,4,沉睡用户
312,12728.0,71,4,836.3299999999999,3,2.9223776808378386,3,2,常规忠诚客户
313,12729.0,114,1,453.01000000000005,1,2.6561077985685344,2,2,高潜力客户
314,12731.0,24,12,18895.91,4,4.276367811987608,4,3,至尊VIP
315,12732.0,180,1,236.26000000000005,1,2.3733902180095265,1,1,高潜力客户
316,12733.0,234,1,383.95000000000005,1,2.584274683236212,2,1,高潜力客户
317,12734.0,353,1,110.39999999999999,1,2.0429691127314467,1,1,高潜力客户
318,12735.0,315,2,779.57,2,2.8918551234906906,3,1,高潜力客户
319,12736.0,333,1,234.00000000000003,1,2.369215875969736,1,1,高潜力客户
320,12738.0,372,1,155.35,1,2.191311285546865,1,1,高潜力客户
321,12739.0,78,2,1013.0400000000001,2,3.005626598153056,3,2,高潜力客户
322,12740.0,64,1,427.59999999999997,1,2.6310377066932995,2,2,高潜力客户
323,12743.0,134,2,540.13,2,2.7324983076558076,2,2,高潜力客户
324,12744.0,56,5,9522.29,3,3.978741404173224,4,2,常规忠诚客户
325,12747.0,2,11,4196.009999999999,4,3.6228365155755187,4,4,至尊VIP
326,12748.0,1,209,33053.19,4,4.519213380217558,4,4,至尊VIP
327,12749.0,4,5,4090.88,3,3.6118167413514386,4,4,沉睡用户
328,12750.0,129,1,275.88,1,2.4407202330590554,1,2,高潜力客户
329,12752.0,81,1,4366.780000000001,1,3.6401613135495503,4,2,高潜力客户
330,12753.0,23,6,21429.39,3,4.331009808976434,4,3,常规忠诚客户
331,12754.0,236,3,3010.7400000000002,2,3.478673253985881,4,1,高潜力客户
332,12755.0,281,2,3811.9499999999994,2,3.5811471966558206,4,1,高潜力客户
333,12756.0,87,1,112.08000000000001,1,2.049528161026332,1,2,高潜力客户
334,12757.0,16,11,5350.6900000000005,4,3.7284097910329077,4,4,至尊VIP
335,12758.0,117,2,2791.59,2,3.4458516354879354,4,2,高潜力客户
336,12759.0,52,3,1531.4400000000003,2,3.1850999891698546,3,2,高潜力客户
337,12762.0,8,2,1898.5200000000004,2,3.278415178872069,4,4,高潜力客户
338,12763.0,138,2,494.08000000000004,2,2.693797283109586,2,2,高潜力客户
339,12764.0,317,1,1693.88,1,3.228882642806646,4,1,高潜力客户
340,12766.0,4,7,6989.63,3,3.844454187352529,4,4,沉睡用户
341,12769.0,239,1,1143.6,1,3.0582741504835593,3,1,高潜力客户
342,12770.0,211,1,1351.4499999999998,1,3.130799985822626,3,1,高潜力客户
343,12772.0,60,1,892.4700000000001,1,2.950593631271241,3,2,高潜力客户
344,12775.0,17,5,1386.0400000000002,3,3.141775766979558,3,4,沉睡用户
345,12778.0,20,6,822.23,3,2.914993323745176,3,3,常规忠诚客户
346,12779.0,38,8,3981.3599999999997,3,3.600031449949663,4,3,常规忠诚客户
347,12781.0,64,2,826.74,2,2.9173689557743256,3,2,高潜力客户
348,12782.0,5,5,2330.9200000000005,3,3.3675273701264663,4,4,沉睡用户
349,12783.0,2,6,2225.91,3,3.3475076025187116,4,4,沉睡用户
350,12784.0,9,2,532.8199999999999,2,2.726580526352561,2,4,高潜力客户
351,12785.0,364,1,311.95,1,2.494085003888308,2,1,高潜力客户
352,12787.0,10,3,463.65999999999997,2,2.666199640245022,2,4,高潜力客户
353,12789.0,65,1,91.85000000000001,1,1.9630792079248385,1,2,高潜力客户
354,12790.0,192,1,324.9200000000001,1,2.5117764579285042,2,1,高潜力客户
355,12791.0,374,1,192.60000000000002,1,2.2846563053375535,1,1,高潜力客户
